,region,genes
104225,chr4-97575563-97575776,"Gm10192 (-392504), Nfia (-201938)"
104226,chr4-97586679-97587557,"Gm10192 (-403952), Nfia (-190490)"
104227,chr4-97597583-97598074,"Gm10192 (-414663), Nfia (-179779)"
104228,chr4-97601542-97601877,"Gm10192 (-418544), Nfia (-175898)"
104229,chr4-97605913-97606154,"Gm10192 (-422868), Nfia (-171574)"
104230,chr4-97618527-97619012,"Gm10192 (-435604), Nfia (-158838)"
104231,chr4-97623304-97623418,"Gm10192 (-440195), Nfia (-154247)"
104232,chr4-97626028-97626236,"Gm10192 (-442966), Nfia (-151476)"
104233,chr4-97628998-97629140,"Gm10192 (-445903), Nfia (-148539)"
104235,chr4-97640490-97640689,"Gm10192 (-457424), Nfia (-137018)"
104236,chr4-97648060-97648204,"Gm10192 (-464966), Nfia (-129476)"
104237,chr4-97649026-97650114,"Gm10192 (-466404), Nfia (-128038)"
104238,chr4-97657423-97658403,"Gm10192 (-474747), Nfia (-119695)"
104239,chr4-97662925-97663438,"Gm10192 (-480016), Nfia (-114426)"
104240,chr4-97673573-97674622,"Gm10192 (-490932), Nfia (-103510)"
104241,chr4-97675974-97676198,"Gm10192 (-492920), Nfia (-101522)"
104242,chr4-97689417-97690415,"Gm10192 (-506750), Nfia (-87692)"
104244,chr4-97707327-97707694,"Gm10192 (-524345), Nfia (-70097)"
104245,chr4-97712535-97713054,"Gm10192 (-529629), Nfia (-64813)"
104246,chr4-97713494-97713606,"Gm10192 (-530384), Nfia (-64058)"
104247,chr4-97725761-97726044,"Gm10192 (-542737), Nfia (-51705)"
104248,chr4-97745540-97746485,"Gm10192 (-562847), Nfia (-31595)"
104249,chr4-97751041-97752254,"Gm10192 (-568482), Nfia (-25960)"
104250,chr4-97754427-97754603,"Gm10192 (-571349), Nfia (-23093)"
104251,chr4-97757247-97758443,"Gm10192 (-574679), Nfia (-19763)"
104252,chr4-97771865-97772628,"Gm10192 (-589081), Nfia (-5361)"
104253,chr4-97773134-97773515,Nfia (-4283)
104254,chr4-97775116-97775269,Nfia (-2415)
104255,chr4-97777254-97779131,"E130114P18Rik (-145), Nfia (+585)"
104705,chr5-104048291-104048448,"Nudt9 (+1501), Sparcl1 (+65363)"
104706,chr5-104053052-104053231,"Nudt9 (+6273), Sparcl1 (+60591)"
104707,chr5-104058087-104058343,"Nudt9 (+11346), Sparcl1 (+55518)"
104708,chr5-104068883-104068971,"Nudt9 (+22058), Sparcl1 (+44806)"
104709,chr5-104072355-104073028,"Nudt9 (+25823), Sparcl1 (+41041)"
104710,chr5-104074400-104074797,"Nudt9 (+27730), Sparcl1 (+39134)"
104711,chr5-104079854-104079982,"Nudt9 (+33049), Sparcl1 (+33815)"
104712,chr5-104095782-104096810,"Sparcl1 (+17437), Nudt9 (+49427)"
104713,chr5-104101816-104101944,"Sparcl1 (+11853), Nudt9 (+55011)"
104714,chr5-104102323-104103367,"Sparcl1 (+10888), Nudt9 (+55976)"
104715,chr5-104107994-104108395,"Sparcl1 (+5538), Nudt9 (+61326)"
104716,chr5-104109144-104109847,"Sparcl1 (+4237), Nudt9 (+62627)"
104717,chr5-104112026-104112873,"Sparcl1 (+1283), Nudt9 (+65581)"
104718,chr5-104114932-104115561,Sparcl1 (-1514)
104719,chr5-104128228-104129171,"Dspp (-42012), Sparcl1 (-14967)"
104720,chr5-104130457-104130637,"Dspp (-40165), Sparcl1 (-16814)"
104721,chr5-104131663-104131945,"Dspp (-38908), Sparcl1 (-18071)"
104722,chr5-104133877-104134200,"Dspp (-36673), Sparcl1 (-20306)"
104723,chr5-104140835-104141415,"Dspp (-29587), Sparcl1 (-27392)"
104724,chr5-104142320-104143799,"Sparcl1 (-29327), Dspp (-27652)"
104725,chr5-104148965-104150099,"Sparcl1 (-35799), Dspp (-21180)"
105137,chr5-110142999-110143259,"Golga3 (-33750), Chfr (+7280)"
105138,chr5-110174733-110174823,Golga3 (-2101)
105139,chr5-110176265-110177344,Golga3 (-74)
105140,chr5-110203661-110203868,"Ankle2 (-27239), Golga3 (+26886)"
105141,chr5-110204867-110205016,"Ankle2 (-26062), Golga3 (+28063)"
105763,chr5-114978979-114980668,"Sppl3 (-31313), Hnf1a (-8757)"
105764,chr5-114981220-114981308,"Sppl3 (-29873), Hnf1a (-10197)"
105765,chr5-114996542-114996765,"Hnf1a (-25587), Sppl3 (-14483)"
105766,chr5-114997283-114997803,"Hnf1a (-26476), Sppl3 (-13594)"
105767,chr5-115002600-115003187,"Hnf1a (-31827), Sppl3 (-8243)"
105768,chr5-115003401-115003620,"Hnf1a (-32444), Sppl3 (-7626)"
105769,chr5-115010588-115012324,Sppl3 (+319)
105770,chr5-115014591-115014698,"Sppl3 (+3508), Acads (+104701)"
105771,chr5-115018326-115019106,"Sppl3 (+7579), Acads (+100630)"
105772,chr5-115027223-115027502,"Sppl3 (+16226), Acads (+91983)"
105773,chr5-115051869-115052053,"Sppl3 (+40824), Acads (+67385)"
105774,chr5-115052678-115052788,"Sppl3 (+41596), Acads (+66613)"
105775,chr5-115055344-115055699,"Sppl3 (+44385), Acads (+63824)"
105776,chr5-115059018-115059219,"Sppl3 (+47982), Acads (+60227)"
105777,chr5-115060143-115060336,"Sppl3 (+49103), Acads (+59106)"
105778,chr5-115069674-115069797,"Acads (+49610), Sppl3 (+58599)"
105779,chr5-115072588-115072740,"Acads (+46682), Sppl3 (+61527)"
105780,chr5-115073019-115073567,"Acads (+46053), Sppl3 (+62156)"
105781,chr5-115076709-115076844,"Acads (+42569), Sppl3 (+65640)"
105782,chr5-115095436-115095677,"Acads (+23789), Sppl3 (+84420)"
105783,chr5-115097034-115097270,"Acads (+22194), Sppl3 (+86015)"
105784,chr5-115101289-115101419,"Acads (+17992), Sppl3 (+90217)"
105785,chr5-115107615-115107914,"Acads (+11581), Sppl3 (+96628)"
105831,chr5-115355198-115355371,"Msi1 (-74314), Cox6a1 (-6304)"
105832,chr5-115358781-115359252,"Msi1 (-70582), Cox6a1 (-10036)"
105833,chr5-115373443-115374439,"Msi1 (-55658), Cox6a1 (-24960)"
105834,chr5-115392055-115392546,"Cox6a1 (-43320), Msi1 (-37298)"
105835,chr5-115398387-115398868,"Cox6a1 (-49647), Msi1 (-30971)"
105836,chr5-115403797-115404817,"Cox6a1 (-55326), Msi1 (-25292)"
105837,chr5-115408226-115408375,"Cox6a1 (-59320), Msi1 (-21298)"
105838,chr5-115429284-115430122,Msi1 (+104)
105839,chr5-115430551-115430831,"Pla2g1b (-35575), Msi1 (+1092)"
105840,chr5-115431482-115432047,"Pla2g1b (-34501), Msi1 (+2166)"
105841,chr5-115436265-115437169,"Pla2g1b (-29549), Msi1 (+7118)"
105842,chr5-115438788-115439026,"Pla2g1b (-27359), Msi1 (+9308)"
105843,chr5-115441559-115441880,"Pla2g1b (-24546), Msi1 (+12121)"
105844,chr5-115457727-115457911,"Pla2g1b (-8447), Msi1 (+28220)"
106643,chr5-122647485-122648104,"P2rx4 (-59749), P2rx7 (+3884)"
106644,chr5-122649355-122649571,"P2rx4 (-58081), P2rx7 (+5552)"
106645,chr5-122652595-122652840,"P2rx4 (-54826), P2rx7 (+8807)"
106646,chr5-122665212-122665505,"P2rx4 (-42185), P2rx7 (+21448)"
106647,chr5-122668772-122669472,"P2rx4 (-38422), P2rx7 (+25211)"
106648,chr5-122678245-122678431,"P2rx4 (-29206), P2rx7 (+34427)"
106649,chr5-122683277-122683500,"P2rx4 (-24155), P2rx7 (+39478)"
106650,chr5-122683950-122684222,"P2rx4 (-23458), P2rx7 (+40175)"
106651,chr5-122693438-122694003,"P2rx4 (-13823), P2rx7 (+49810)"
106652,chr5-122700854-122701225,"P2rx4 (-6504), P2rx7 (+57129)"
106653,chr5-122707133-122708176,P2rx4 (+111)
106654,chr5-122724338-122724524,"P2rx4 (+16887), Camkk2 (+54951)"
106655,chr5-122725953-122726532,"P2rx4 (+18699), Camkk2 (+53139)"
106656,chr5-122731460-122733069,"P2rx4 (+24721), Camkk2 (+47117)"
106657,chr5-122754542-122754851,"Camkk2 (+24685), P2rx4 (+47153)"
106658,chr5-122763440-122763660,"Camkk2 (+15832), P2rx4 (+56006)"
106659,chr5-122764216-122764545,"Camkk2 (+15001), P2rx4 (+56837)"
106660,chr5-122769250-122769532,"Camkk2 (+9991), P2rx4 (+61847)"
106661,chr5-122770453-122771380,"Camkk2 (+8465), P2rx4 (+63373)"
106662,chr5-122775162-122775288,"Camkk2 (+4157), P2rx4 (+67681)"
107807,chr5-135834897-135835753,"Hspb1 (-52594), Srrm3 (+17219)"
107808,chr5-135843556-135843822,"Hspb1 (-44230), Srrm3 (+25583)"
107809,chr5-135851000-135851317,"Hspb1 (-36760), Srrm3 (+33053)"
107810,chr5-135852602-135852719,"Hspb1 (-35258), Srrm3 (+34555)"
107811,chr5-135855146-135855629,"Hspb1 (-32531), Srrm3 (+37282)"
107813,chr5-135867804-135868547,"Hspb1 (-19743), Srrm3 (+50070)"
107814,chr5-135873087-135873270,"Hspb1 (-14740), Srrm3 (+55073)"
107815,chr5-135877000-135878342,"Hspb1 (-10248), Srrm3 (+59565)"
107816,chr5-135879593-135879706,"Hspb1 (-8269), Srrm3 (+61544)"
107817,chr5-135887481-135888390,Hspb1 (+17)
107818,chr5-135888998-135889214,"Hspb1 (+1187), Ywhag (+45493)"
107819,chr5-135898170-135898399,"Hspb1 (+10366), Ywhag (+36314)"
107820,chr5-135903440-135904269,"Hspb1 (+15936), Ywhag (+30744)"
107821,chr5-135911776-135912185,"Ywhag (+22618), Hspb1 (+24062)"
107822,chr5-135913371-135913470,"Ywhag (+21178), Hspb1 (+25502)"
107823,chr5-135914302-135914599,"Ywhag (+20148), Hspb1 (+26532)"
107921,chr5-136702250-136702731,"Myl10 (+9313), Col26a1 (+180630)"
107922,chr5-136703886-136704009,"Myl10 (+10770), Col26a1 (+179173)"
107923,chr5-136706804-136707105,"Myl10 (+13777), Col26a1 (+176166)"
107924,chr5-136714468-136715174,"Myl10 (+21643), Col26a1 (+168300)"
107925,chr5-136717008-136717321,"Myl10 (+23987), Col26a1 (+165956)"
107926,chr5-136753249-136753461,"Myl10 (+60177), Col26a1 (+129766)"
107927,chr5-136755641-136755979,"Myl10 (+62632), Col26a1 (+127311)"
107928,chr5-136760437-136760608,"Myl10 (+67345), Col26a1 (+122598)"
107929,chr5-136780616-136780871,"Myl10 (+87566), Col26a1 (+102377)"
107930,chr5-136787843-136788185,"Myl10 (+94836), Col26a1 (+95107)"
107931,chr5-136790751-136791380,"Col26a1 (+92055), Myl10 (+97888)"
107932,chr5-136796961-136797163,"Col26a1 (+86059), Myl10 (+103884)"
107933,chr5-136802851-136803286,"Col26a1 (+80052), Myl10 (+109891)"
107934,chr5-136830632-136830833,"Col26a1 (+52388), Myl10 (+137555)"
107935,chr5-136840129-136840352,"Col26a1 (+42880), Myl10 (+147063)"
107936,chr5-136841890-136841985,"Col26a1 (+41183), Myl10 (+148760)"
107937,chr5-136842962-136843070,"Col26a1 (+40105), Myl10 (+149838)"
107938,chr5-136861423-136861710,"Col26a1 (+21554), Myl10 (+168389)"
107939,chr5-136863569-136864595,"Col26a1 (+19039), Myl10 (+170904)"
107940,chr5-136869710-136870338,"Col26a1 (+13097), Myl10 (+176846)"
107941,chr5-136881478-136883143,Col26a1 (+810)
107942,chr5-136887013-136887258,Col26a1 (-4015)
107943,chr5-136888523-136888923,"Ift22 (-19427), Col26a1 (-5602)"
107944,chr5-136895295-136895869,"Ift22 (-12568), Col26a1 (-12461)"
107945,chr5-136899831-136900186,"Col26a1 (-16888), Ift22 (-8141)"
108033,chr5-137608259-137608435,"Mospd3 (-7303), Pcolce (+3140)"
108034,chr5-137610612-137611657,Pcolce (+352)
108945,chr5-147434334-147434589,"Pan3 (+4301), Flt1 (+291549)"
108946,chr5-147435151-147435637,"Pan3 (+5233), Flt1 (+290617)"
108947,chr5-147448634-147449283,"Pan3 (+18798), Flt1 (+277052)"
108948,chr5-147468847-147468957,"Pan3 (+38741), Flt1 (+257109)"
108949,chr5-147471176-147471421,"Pan3 (+41138), Flt1 (+254712)"
108950,chr5-147484235-147484488,"Pan3 (+54201), Flt1 (+241649)"
108951,chr5-147499177-147499445,"Pan3 (+69150), Flt1 (+226700)"
108952,chr5-147506233-147506581,"Pan3 (+76246), Flt1 (+219604)"
108953,chr5-147507937-147508135,"Pan3 (+77875), Flt1 (+217975)"
108954,chr5-147525114-147525303,"Pan3 (+95048), Flt1 (+200802)"
108955,chr5-147542343-147542524,"Pan3 (+112273), Flt1 (+183577)"
108956,chr5-147545774-147546083,"Pan3 (+115768), Flt1 (+180082)"
108957,chr5-147554012-147554860,"Pan3 (+124275), Flt1 (+171575)"
108958,chr5-147574401-147574985,"Pan3 (+144532), Flt1 (+151318)"
108959,chr5-147583901-147585321,"Flt1 (+141400), Pan3 (+154450)"
108960,chr5-147589644-147590568,"Flt1 (+135905), Pan3 (+159945)"
108961,chr5-147601552-147601762,"Flt1 (+124354), Pan3 (+171496)"
108962,chr5-147606818-147607070,"Flt1 (+119067), Pan3 (+176783)"
108963,chr5-147610204-147610493,"Flt1 (+115662), Pan3 (+180188)"
108964,chr5-147614778-147615637,"Flt1 (+110803), Pan3 (+185047)"
108965,chr5-147618419-147618553,"Flt1 (+107525), Pan3 (+188325)"
108966,chr5-147620034-147620680,"Flt1 (+105654), Pan3 (+190196)"
108967,chr5-147620964-147621221,"Flt1 (+104918), Pan3 (+190932)"
108968,chr5-147630130-147631440,"Flt1 (+95226), Pan3 (+200624)"
108969,chr5-147637379-147637833,"Flt1 (+88405), Pan3 (+207445)"
108970,chr5-147641609-147641720,"Flt1 (+84346), Pan3 (+211504)"
108971,chr5-147645213-147646778,"Flt1 (+80015), Pan3 (+215835)"
108972,chr5-147657350-147658993,"Flt1 (+67839), Pan3 (+228011)"
108973,chr5-147660204-147660550,"Flt1 (+65634), Pan3 (+230216)"
108974,chr5-147671889-147672790,"Flt1 (+53671), Pan3 (+242179)"
108975,chr5-147679387-147679650,"Flt1 (+46492), Pan3 (+249358)"
108976,chr5-147698097-147698546,"Flt1 (+27689), Pan3 (+268161)"
108977,chr5-147705006-147705213,"Flt1 (+20901), Pan3 (+274949)"
108978,chr5-147707578-147707823,"Flt1 (+18310), Pan3 (+277540)"
108979,chr5-147708508-147708812,"Flt1 (+17351), Pan3 (+278499)"
108980,chr5-147721448-147722153,"Flt1 (+4210), Pan3 (+291640)"
108981,chr5-147722670-147723039,"Flt1 (+3156), Pan3 (+292694)"
108982,chr5-147725052-147726689,Flt1 (+140)
108983,chr5-147727128-147727436,Flt1 (-1271)
108984,chr5-147733754-147734019,"Pomp (-126574), Flt1 (-7876)"
108985,chr5-147748068-147748468,"Pomp (-112193), Flt1 (-22257)"
108986,chr5-147750046-147750326,"Pomp (-110275), Flt1 (-24175)"
108987,chr5-147751488-147752203,"Pomp (-108615), Flt1 (-25835)"
108988,chr5-147752552-147753494,"Pomp (-107438), Flt1 (-27012)"
108989,chr5-147758212-147759122,"Pomp (-101794), Flt1 (-32656)"
108990,chr5-147759611-147759880,"Pomp (-100715), Flt1 (-33735)"
108991,chr5-147761310-147761613,"Pomp (-98999), Flt1 (-35451)"
108992,chr5-147762074-147762402,"Pomp (-98223), Flt1 (-36227)"
108993,chr5-147767995-147768305,"Pomp (-92311), Flt1 (-42139)"
108994,chr5-147769837-147770166,"Pomp (-90459), Flt1 (-43991)"
108995,chr5-147770457-147770545,"Pomp (-89960), Flt1 (-44490)"
108996,chr5-147775100-147775728,"Pomp (-85047), Flt1 (-49403)"
108997,chr5-147778738-147778956,"Pomp (-81614), Flt1 (-52836)"
108998,chr5-147786893-147787476,"Pomp (-73276), Flt1 (-61174)"
108999,chr5-147792840-147793493,"Pomp (-67294), Flt1 (-67156)"
109000,chr5-147815713-147815920,"Flt1 (-89806), Pomp (-44644)"
109001,chr5-147824419-147824563,"Flt1 (-98480), Pomp (-35970)"
109002,chr5-147825266-147826971,"Flt1 (-100108), Pomp (-34342)"
109003,chr5-147832890-147833378,"Flt1 (-107123), Pomp (-27327)"
109004,chr5-147834812-147835598,"Flt1 (-109194), Pomp (-25256)"
109005,chr5-147838922-147839070,"Flt1 (-112985), Pomp (-21465)"
109006,chr5-147848093-147848712,"Flt1 (-122392), Pomp (-12058)"
109007,chr5-147850175-147850842,"Flt1 (-124498), Pomp (-9952)"
109153,chr5-149194225-149194373,"Alox5ap (-70468), Uspl1 (+9636)"
109154,chr5-149196500-149197123,"Alox5ap (-67955), Uspl1 (+12149)"
109155,chr5-149205388-149205505,"Alox5ap (-59320), Uspl1 (+20784)"
109156,chr5-149220072-149220216,"Alox5ap (-44623), Uspl1 (+35481)"
109157,chr5-149227938-149228437,"Alox5ap (-36579), Uspl1 (+43525)"
109158,chr5-149228950-149229632,"Alox5ap (-35476), Uspl1 (+44628)"
109159,chr5-149235101-149235383,"Alox5ap (-29525), Uspl1 (+50579)"
109160,chr5-149245551-149246420,"Alox5ap (-18781), Uspl1 (+61323)"
109161,chr5-149253597-149254041,"Alox5ap (-10948), Uspl1 (+69156)"
109162,chr5-149254899-149254987,"Alox5ap (-9824), Uspl1 (+70280)"
109163,chr5-149257865-149258350,"Alox5ap (-6659), Uspl1 (+73445)"
109164,chr5-149259163-149259667,"Alox5ap (-5352), Uspl1 (+74752)"
109165,chr5-149264637-149265286,Alox5ap (+195)
109166,chr5-149265511-149265693,Alox5ap (+835)
109167,chr5-149267018-149267244,"Medag (-144618), Alox5ap (+2364)"
109168,chr5-149272388-149272850,"Medag (-139130), Alox5ap (+7852)"
109169,chr5-149275956-149276128,"Medag (-135707), Alox5ap (+11275)"
109170,chr5-149279251-149279629,"Medag (-132309), Alox5ap (+14673)"
109171,chr5-149284890-149285109,"Medag (-126749), Alox5ap (+20233)"
109172,chr5-149286158-149286329,"Medag (-125505), Alox5ap (+21477)"
109173,chr5-149287165-149287958,"Medag (-124187), Alox5ap (+22795)"
109174,chr5-149320408-149321200,"Medag (-90945), Alox5ap (+56037)"
109175,chr5-149322184-149322779,"Medag (-89267), Alox5ap (+57715)"
109176,chr5-149324878-149325025,"Medag (-86797), Alox5ap (+60185)"
109177,chr5-149330691-149331136,"Medag (-80835), Alox5ap (+66147)"
109178,chr5-149331412-149332073,"Medag (-80006), Alox5ap (+66976)"
109179,chr5-149335950-149336312,"Medag (-75618), Alox5ap (+71364)"
109180,chr5-149341695-149341847,"Medag (-69978), Alox5ap (+77004)"
109181,chr5-149353079-149353666,"Medag (-58376), Alox5ap (+88606)"
109182,chr5-149373321-149373547,"Medag (-38315), Alox5ap (+108667)"
109183,chr5-149374150-149374249,"Medag (-37549), Alox5ap (+109433)"
109184,chr5-149375816-149376159,"Medag (-35761), Alox5ap (+111221)"
109185,chr5-149376820-149377609,"Medag (-34534), Alox5ap (+112448)"
109186,chr5-149391454-149392574,"Medag (-19735), Alox5ap (+127247)"
109187,chr5-149397696-149398072,"Medag (-13865), Alox5ap (+133117)"
110178,chr5-30666319-30667208,Cenpa (-13)
110179,chr5-30667417-30667777,Cenpa (+820)
110180,chr5-30683124-30683219,"Dpysl5 (-28392), Cenpa (+16395)"
110181,chr5-30686917-30687028,"Dpysl5 (-24591), Cenpa (+20196)"
110182,chr5-30701283-30701675,"Dpysl5 (-10085), Cenpa (+34702)"
110286,chr5-31726284-31726650,"Fosl2 (-409334), Babam2 (+28417)"
110287,chr5-31727525-31727833,"Fosl2 (-408122), Babam2 (+29629)"
110288,chr5-31732669-31733346,"Fosl2 (-402793), Babam2 (+34958)"
110289,chr5-31751333-31751846,"Fosl2 (-384211), Babam2 (+53540)"
110290,chr5-31766569-31767525,"Fosl2 (-368754), Babam2 (+68997)"
110291,chr5-31784913-31785693,"Fosl2 (-350498), Babam2 (+87253)"
110292,chr5-31815278-31815426,"Fosl2 (-320449), Babam2 (+117302)"
110293,chr5-31817161-31817327,"Fosl2 (-318557), Babam2 (+119194)"
110294,chr5-31870755-31871255,"Fosl2 (-264796), Babam2 (+172955)"
110295,chr5-31876418-31876986,"Fosl2 (-259099), Babam2 (+178652)"
110296,chr5-31887684-31887860,"Fosl2 (-248029), Babam2 (+189722)"
110297,chr5-31908120-31908504,"Fosl2 (-227489), Babam2 (+210262)"
110298,chr5-31914758-31914926,"Fosl2 (-220959), Babam2 (+216792)"
110299,chr5-31916478-31916626,"Fosl2 (-219249), Babam2 (+218502)"
110300,chr5-31920921-31921381,"Fosl2 (-214650), Babam2 (+223101)"
110301,chr5-31926523-31926820,"Fosl2 (-209129), Babam2 (+228622)"
110302,chr5-31961492-31961738,"Fosl2 (-174186), Babam2 (+263565)"
110303,chr5-31966367-31966599,"Fosl2 (-169318), Babam2 (+268433)"
110304,chr5-31972451-31972728,"Fosl2 (-163211), Babam2 (+274540)"
110305,chr5-31974749-31975124,"Fosl2 (-160864), Babam2 (+276887)"
110307,chr5-32017775-32018079,"Fosl2 (-117874), Babam2 (+319877)"
110308,chr5-32034496-32034892,"Fosl2 (-101107), Babam2 (+336644)"
110309,chr5-32035820-32036215,"Fosl2 (-99783), Babam2 (+337968)"
110310,chr5-32043876-32044158,"Fosl2 (-91784), Babam2 (+345967)"
110311,chr5-32053554-32053812,"Fosl2 (-82118), Babam2 (+355633)"
110312,chr5-32058301-32058698,"Fosl2 (-77301), Babam2 (+360450)"
110313,chr5-32080502-32081447,"Fosl2 (-54826), Babam2 (+382925)"
110314,chr5-32089584-32089864,"Fosl2 (-46077), Babam2 (+391674)"
110315,chr5-32090191-32090464,"Fosl2 (-45473), Babam2 (+392278)"
110316,chr5-32110801-32111012,"Fosl2 (-24894), Babam2 (+412857)"
110317,chr5-32122302-32122605,"Fosl2 (-13347), Babam2 (+424404)"
110318,chr5-32123804-32124100,"Fosl2 (-11849), Babam2 (+425902)"
110319,chr5-32125435-32125744,"Fosl2 (-10211), Babam2 (+427540)"
110320,chr5-32132957-32133425,Fosl2 (-2610)
110321,chr5-32133660-32134042,Fosl2 (-1950)
110322,chr5-32135004-32136829,Fosl2 (+116)
110323,chr5-32138469-32138591,"Plb1 (-94184), Fosl2 (+2729)"
110324,chr5-32149462-32149681,"Plb1 (-83142), Fosl2 (+13771)"
110325,chr5-32153154-32153571,"Plb1 (-79351), Fosl2 (+17562)"
110326,chr5-32154873-32155146,"Plb1 (-77704), Fosl2 (+19209)"
110327,chr5-32155591-32155909,"Plb1 (-76964), Fosl2 (+19949)"
110328,chr5-32176181-32176424,"Plb1 (-56411), Fosl2 (+40502)"
110329,chr5-32184910-32185369,"Plb1 (-47574), Fosl2 (+49339)"
110330,chr5-32192027-32192860,"Plb1 (-40270), Fosl2 (+56643)"
110331,chr5-32196001-32196412,"Plb1 (-36507), Fosl2 (+60406)"
110332,chr5-32197650-32198306,"Plb1 (-34736), Fosl2 (+62177)"
110333,chr5-32199310-32199398,"Plb1 (-33360), Fosl2 (+63553)"
110334,chr5-32204710-32204906,"Plb1 (-27906), Fosl2 (+69007)"
110335,chr5-32215443-32215742,"Plb1 (-17121), Fosl2 (+79792)"
110661,chr5-35592424-35592544,"Acox3 (+9444), Htra3 (+87298)"
110662,chr5-35595498-35596176,"Acox3 (+12797), Htra3 (+83945)"
110663,chr5-35609445-35609844,"Acox3 (+26605), Htra3 (+70137)"
110664,chr5-35621203-35621740,"Acox3 (+38432), Htra3 (+58310)"
110665,chr5-35644522-35645114,"Htra3 (+34964), Acox3 (+61778)"
110666,chr5-35670137-35670750,"Htra3 (+9338), Acox3 (+87404)"
110667,chr5-35672975-35674295,"Htra3 (+6147), Acox3 (+90595)"
110668,chr5-35678981-35679597,Htra3 (+493)
110669,chr5-35681020-35681264,Htra3 (-1360)
110670,chr5-35687030-35687526,"Htra3 (-7496), Sh3tc1 (+41998)"
110671,chr5-35689149-35689744,"Htra3 (-9665), Sh3tc1 (+39829)"
110672,chr5-35695890-35696098,"Htra3 (-16212), Sh3tc1 (+33282)"
110673,chr5-35700979-35701608,"Htra3 (-21512), Sh3tc1 (+27982)"
110674,chr5-35711814-35712094,"Htra3 (-32172), Sh3tc1 (+17322)"
110675,chr5-35713733-35714043,"Htra3 (-34106), Sh3tc1 (+15388)"
110676,chr5-35718053-35718306,"Htra3 (-38398), Sh3tc1 (+11096)"
110677,chr5-35722707-35723229,"Htra3 (-43186), Sh3tc1 (+6308)"
110900,chr5-37752146-37752779,"Cytl1 (+16944), Msx1 (+72120)"
110901,chr5-37770496-37770654,"Cytl1 (+35056), Msx1 (+54008)"
110902,chr5-37775768-37776012,"Cytl1 (+40371), Msx1 (+48693)"
110903,chr5-37811706-37812062,"Msx1 (+12699), Cytl1 (+76365)"
110904,chr5-37816949-37817603,"Msx1 (+7307), Cytl1 (+81757)"
110905,chr5-37818599-37818688,"Msx1 (+5939), Cytl1 (+83125)"
110906,chr5-37823803-37824777,Msx1 (+293)
110907,chr5-37825787-37826085,Msx1 (-1353)
110908,chr5-37826820-37827504,Msx1 (-2579)
110909,chr5-37830621-37830733,"Stx18 (-208065), Msx1 (-6094)"
110910,chr5-37835800-37836179,"Stx18 (-202752), Msx1 (-11407)"
110911,chr5-37848119-37848274,"Stx18 (-190545), Msx1 (-23614)"
110912,chr5-37849112-37849682,"Stx18 (-189345), Msx1 (-24814)"
110913,chr5-37856133-37856404,"Stx18 (-182473), Msx1 (-31686)"
110914,chr5-37876207-37876787,"Stx18 (-162245), Msx1 (-51914)"
110915,chr5-37893173-37894308,"Stx18 (-145001), Msx1 (-69158)"
110916,chr5-37895487-37896050,"Stx18 (-142973), Msx1 (-71186)"
110917,chr5-37901594-37902293,"Stx18 (-136798), Msx1 (-77361)"
110918,chr5-37904793-37904985,"Stx18 (-133853), Msx1 (-80306)"
110920,chr5-37918141-37919011,"Stx18 (-120166), Msx1 (-93993)"
110921,chr5-37952170-37952355,"Msx1 (-127680), Stx18 (-86479)"
110922,chr5-37967491-37968206,"Msx1 (-143266), Stx18 (-70893)"
110923,chr5-37971872-37972345,"Msx1 (-147526), Stx18 (-66633)"
110924,chr5-37976959-37977541,"Msx1 (-152667), Stx18 (-61492)"
110925,chr5-37986721-37986931,"Msx1 (-162243), Stx18 (-51916)"
110926,chr5-37997588-37997890,"Msx1 (-173156), Stx18 (-41003)"
112105,chr5-66627419-66628127,"Uchl1 (-48318), Apbb2 (-9102)"
112106,chr5-66654117-66654719,"Apbb2 (-35747), Uchl1 (-21673)"
112107,chr5-66657444-66657541,"Apbb2 (-38822), Uchl1 (-18598)"
112108,chr5-66661801-66661995,"Apbb2 (-43227), Uchl1 (-14193)"
112109,chr5-66662952-66663280,"Apbb2 (-44445), Uchl1 (-12975)"
112110,chr5-66675619-66675717,Uchl1 (-423)
112111,chr5-66675976-66676874,Uchl1 (+334)
112112,chr5-66682549-66682730,"Limch1 (-63205), Uchl1 (+6549)"
112113,chr5-66689920-66690508,"Limch1 (-55631), Uchl1 (+14123)"
112114,chr5-66697227-66697550,"Limch1 (-48456), Uchl1 (+21298)"
112115,chr5-66699881-66700336,"Limch1 (-45736), Uchl1 (+24018)"
112116,chr5-66703361-66703964,"Limch1 (-42182), Uchl1 (+27572)"
112117,chr5-66710418-66710898,"Limch1 (-35187), Uchl1 (+34567)"
112118,chr5-66715508-66715969,"Limch1 (-30106), Uchl1 (+39648)"
112119,chr5-66718881-66719126,"Limch1 (-26841), Uchl1 (+42913)"
112120,chr5-66722735-66723885,"Limch1 (-22535), Uchl1 (+47219)"
112121,chr5-66724101-66724352,"Limch1 (-21618), Uchl1 (+48136)"
112122,chr5-66730763-66731295,"Limch1 (-14816), Uchl1 (+54938)"
112373,chr5-73299401-73299535,"Ociad1 (+6676), Ociad2 (+39524)"
112374,chr5-73301810-73302037,"Ociad1 (+9132), Ociad2 (+37068)"
